Bucket label,RT,m/z,Name,Formula,Peak number
175.97294 Da 196.24 s,3.27,176.98022,,C5H5O3PS,pos 175.97294 Da 196.24 s
144.00554 Da 198.26 s,3.3,145.01282,,C5H4O5,pos 144.00554 Da 198.26 s
157.96363 Da 198.42 s,3.31,158.9709,,,pos 157.96363 Da 198.42 s
269.98060 Da 198.80 s,3.31,270.98787,,C6H2N6O5S,pos 269.98060 Da 198.80 s
146.03900 Da 200.81 s,3.35,147.04627,,,pos 146.03900 Da 200.81 s
184.05774 Da 201.35 s,3.36,185.06502,,C6H16O2S2,pos 184.05774 Da 201.35 s
160.00429 Da 203.87 s,3.4,161.01156,,,pos 160.00429 Da 203.87 s
132.96771 Da 206.12 s,3.44,133.97499,,C3H3NOS2,pos 132.96771 Da 206.12 s
277.98636 Da 206.45 s,3.44,278.99363,,,pos 277.98636 Da 206.45 s
128.03276 Da 206.23 s,3.44,129.04004,,C8H4N2,pos 128.03276 Da 206.23 s
235.95777 Da 208.36 s,3.47,236.96504,,C6H8N2S4,pos 235.95777 Da 208.36 s
151.04825 Da 206.45 s,3.44,152.05553,,C5H13NS2,pos 151.04825 Da 206.45 s
179.94641 Da 210.88 s,3.51,180.95369,,,pos 179.94641 Da 210.88 s
151.94352 Da 213.08 s,3.55,134.93908,,,pos 151.94352 Da 213.08 s
261.92086 Da 213.90 s,3.56,262.92814,,C6H2N2O4S3,pos 261.92086 Da 213.90 s
253.97163 Da 215.91 s,3.6,254.97891,,,pos 253.97163 Da 215.91 s
165.96327 Da 215.91 s,3.6,166.97055,,,pos 165.96327 Da 215.91 s
183.96699 Da 224.03 s,3.73,184.97427,,,pos 183.96699 Da 224.03 s
144.01011 Da 229.00 s,3.82,145.01739,,C6H8S2,pos 144.01011 Da 229.00 s
181.89421 Da 229.14 s,3.82,182.90149,,,pos 181.89421 Da 229.14 s
178.01471 Da 229.21 s,3.82,179.02199,,C4H7N2O4P,pos 178.01471 Da 229.21 s
126.00506 Da 231.14 s,3.85,127.01234,,C4H2N2O3,pos 126.00506 Da 231.14 s
160.00554 Da 231.14 s,3.85,161.01281,,,pos 160.00554 Da 231.14 s
106.03511 Da 236.54 s,3.94,107.04238,,,pos 106.03511 Da 236.54 s
301.95200 Da 239.17 s,3.99,302.95928,,,pos 301.95200 Da 239.17 s
124.97873 Da 239.17 s,3.99,125.98601,,,pos 124.97873 Da 239.17 s
140.95193 Da 244.06 s,4.07,141.95921,,,pos 140.95193 Da 244.06 s
107.98095 Da 244.06 s,4.07,108.98823,,,pos 107.98095 Da 244.06 s
169.95615 Da 244.06 s,4.07,170.96342,,,pos 169.95615 Da 244.06 s
178.01441 Da 246.74 s,4.11,179.02169,,,pos 178.01441 Da 246.74 s
77.97826 Da 249.14 s,4.15,78.98554,,,pos 77.97826 Da 249.14 s
234.04127 Da 251.86 s,4.2,235.04854,,C6H18O3S3,pos 234.04127 Da 251.86 s
125.99035 Da 254.38 s,4.24,126.99763,,C5H2O4,pos 125.99035 Da 254.38 s
117.93584 Da 256.82 s,4.28,118.94312,,,pos 117.93584 Da 256.82 s
148.94477 Da 256.93 s,4.28,149.95205,,,pos 148.94477 Da 256.93 s
136.01237 Da 264.49 s,4.41,137.01964,,C7H4O3,pos 136.01237 Da 264.49 s
88.02578 Da 266.46 s,4.44,89.03306,,C2H4N2O2,pos 88.02578 Da 266.46 s
182.06959 Da 269.50 s,4.49,183.07687,,C8H10N2O3,pos 182.06959 Da 269.50 s
194.10742 Da 276.86 s,4.61,195.1147,,C8H19O3P,pos 194.10742 Da 276.86 s
77.94575 Da 284.05 s,4.73,78.95302,,,pos 77.94575 Da 284.05 s
94.51526 Da 284.52 s,4.74,95.52254,,,pos 94.51526 Da 284.52 s
253.98591 Da 284.81 s,4.75,254.99319,,C6H2N6O4S,pos 253.98591 Da 284.81 s
119.06084 Da 286.57 s,4.78,120.06811,,C4H9NO3,pos 119.06084 Da 286.57 s
271.99621 Da 288.49 s,4.81,273.00349,,C6H4N6O5S,pos 271.99621 Da 288.49 s
88.00951 Da 296.65 s,4.94,89.01678,,C2H4N2S,pos 88.00951 Da 296.65 s
185.95667 Da 302.39 s,5.04,186.96395,,,pos 185.95667 Da 302.39 s
101.04838 Da 307.24 s,5.12,102.05566,,C4H7NO2,pos 101.04838 Da 307.24 s
269.98206 Da 309.79 s,5.16,270.98933,,C12H3N2O4P,pos 269.98206 Da 309.79 s
196.06893 Da 314.63 s,5.24,197.0762,,C6H8N6O2,pos 196.06893 Da 314.63 s
251.97108 Da 322.77 s,5.38,252.97836,,C14H4OS2,pos 251.97108 Da 322.77 s
145.02627 Da 325.28 s,5.42,146.03355,,C7H3N3O,pos 145.02627 Da 325.28 s
107.05244 Da 325.61 s,5.43,108.05971,,C5H5N3,pos 107.05244 Da 325.61 s
236.07510 Da 332.31 s,5.54,237.08238,,C6H12N4O6,pos 236.07510 Da 332.31 s
238.16405 Da 339.88 s,5.66,261.15314,,C8H22N4O4,pos 238.16405 Da 339.88 s
187.06292 Da 343.79 s,5.73,188.0702,,C11H9NO2,pos 187.06292 Da 343.79 s
145.02383 Da 343.79 s,5.73,146.03111,,C7H3N3O,pos 145.02383 Da 343.79 s
146.01970 Da 345.74 s,5.76,147.02698,,C9H6S,pos 146.01970 Da 345.74 s
77.97779 Da 346.07 s,5.77,78.98507,,,pos 77.97779 Da 346.07 s
107.05097 Da 346.76 s,5.78,108.05824,,C5H5N3,pos 107.05097 Da 346.76 s
204.06883 Da 348.61 s,5.81,205.07611,,C14H8N2,pos 204.06883 Da 348.61 s
378.05611 Da 351.76 s,5.86,379.06338,,C11H15N4O9P,pos 378.05611 Da 351.76 s
274.06670 Da 352.90 s,5.88,275.07398,,C15H14O3S,pos 274.06670 Da 352.90 s
296.04987 Da 352.90 s,5.88,297.05715,,C10H4N10O2,pos 296.04987 Da 352.90 s
282.19530 Da 360.47 s,6.01,305.18626,,C13H31O4P,pos 282.19530 Da 360.47 s
88.05279 Da 360.86 s,6.01,89.06006,,C4H8O2,pos 88.05279 Da 360.86 s
378.05415 Da 369.36 s,6.16,379.06256,,C14H6N10O4,pos 378.05415 Da 369.36 s
146.03869 Da 369.36 s,6.16,147.04597,,C9H6O2,pos 146.03869 Da 369.36 s
148.94281 Da 370.92 s,6.18,149.95009,,,pos 148.94281 Da 370.92 s
165.07832 Da 371.65 s,6.19,166.0856,,C9H11NO2,pos 165.07832 Da 371.65 s
108.95189 Da 376.28 s,6.27,109.95917,,,pos 108.95189 Da 376.28 s
87.03710 Da 376.28 s,6.27,88.04438,,,pos 87.03710 Da 376.28 s
326.22779 Da 378.43 s,6.31,349.21861,,C12H26N10O,pos 326.22779 Da 378.43 s
251.97060 Da 378.52 s,6.31,252.97788,,C14H4OS2,pos 251.97060 Da 378.52 s
182.09521 Da 381.44 s,6.36,183.10248,,C10H14O3,pos 182.09521 Da 381.44 s
99.04179 Da 381.94 s,6.37,100.04907,,,pos 99.04179 Da 381.94 s
146.01963 Da 384.17 s,6.4,147.0269,,C9H6S,pos 146.01963 Da 384.17 s
185.95631 Da 389.50 s,6.49,186.96359,,,pos 185.95631 Da 389.50 s
179.05818 Da 391.55 s,6.53,180.06654,,,pos 179.05818 Da 391.55 s
217.00963 Da 391.66 s,6.53,218.0169,,C5H7N5OS2,pos 217.00963 Da 391.66 s
77.97769 Da 401.34 s,6.69,78.98497,,,pos 77.97769 Da 401.34 s
193.93768 Da 406.00 s,6.77,194.94496,,,pos 193.93768 Da 406.00 s
211.93972 Da 408.46 s,6.81,212.94699,,,pos 211.93972 Da 408.46 s
204.08150 Da 410.88 s,6.85,205.08877,,,pos 204.08150 Da 410.88 s
176.04596 Da 420.07 s,7.0,177.05323,,C10H8O3,pos 176.04596 Da 420.07 s
211.93922 Da 423.57 s,7.06,212.94649,,,pos 211.93922 Da 423.57 s
204.06927 Da 423.57 s,7.06,205.07654,,C14H8N2,pos 204.06927 Da 423.57 s
146.01845 Da 425.13 s,7.09,147.02573,,C9H6S,pos 146.01845 Da 425.13 s
124.97982 Da 433.74 s,7.23,125.9871,,,pos 124.97982 Da 433.74 s
211.95213 Da 435.98 s,7.27,212.95941,,C7H4N2S3,pos 211.95213 Da 435.98 s
182.06936 Da 437.68 s,7.29,183.07663,,C8H10N2O3,pos 182.06936 Da 437.68 s
86.02061 Da 438.81 s,7.31,87.02789,,,pos 86.02061 Da 438.81 s
145.02555 Da 441.29 s,7.35,146.03283,,C7H3N3O,pos 145.02555 Da 441.29 s
77.01469 Da 447.84 s,7.46,78.02197,,,pos 77.01469 Da 447.84 s
182.07212 Da 448.57 s,7.48,183.0794,,C5H14N2O3S,pos 182.07212 Da 448.57 s
204.07237 Da 448.57 s,7.48,205.07965,,,pos 204.07237 Da 448.57 s
146.01636 Da 448.64 s,7.48,147.02364,,C4H6N2O2S,pos 146.01636 Da 448.64 s
184.08499 Da 450.37 s,7.51,185.09227,,,pos 184.08499 Da 450.37 s
182.09415 Da 453.69 s,7.56,183.10143,,C10H14O3,pos 182.09415 Da 453.69 s
124.97972 Da 458.58 s,7.64,125.987,,,pos 124.97972 Da 458.58 s
77.01552 Da 461.11 s,7.69,78.02279,,,pos 77.01552 Da 461.11 s
238.09986 Da 463.74 s,7.73,239.10714,,C5H14N6O5,pos 238.09986 Da 463.74 s
95.98824 Da 465.43 s,7.76,96.99552,,,pos 95.98824 Da 465.43 s
225.98687 Da 466.18 s,7.77,226.99415,,C8H6N2O2S2,pos 225.98687 Da 466.18 s
182.08900 Da 466.18 s,7.77,183.09628,,C9H14N2S,pos 182.08900 Da 466.18 s
195.99108 Da 470.46 s,7.84,99.00282,,,pos 195.99108 Da 470.46 s
123.99449 Da 471.19 s,7.85,125.00177,,C6H4OS,pos 123.99449 Da 471.19 s
132.04217 Da 480.61 s,8.01,133.04944,,,pos 132.04217 Da 480.61 s
193.92848 Da 479.25 s,7.99,194.93576,,C4H3O3PS2,pos 193.92848 Da 479.25 s
120.01751 Da 478.80 s,7.98,121.02479,,,pos 120.01751 Da 478.80 s
206.09178 Da 480.61 s,8.01,207.09905,,C8H10N6O,pos 206.09178 Da 480.61 s
105.98427 Da 480.90 s,8.02,106.99155,,C6H2S,pos 105.98427 Da 480.90 s
193.92851 Da 481.28 s,8.02,97.97153,,,pos 193.92851 Da 481.28 s
195.99311 Da 481.28 s,8.02,99.00383,,,pos 195.99311 Da 481.28 s
114.97560 Da 487.22 s,8.12,115.98288,,,pos 114.97560 Da 487.22 s
106.51575 Da 491.50 s,8.19,107.52303,,,pos 106.51575 Da 491.50 s
88.02539 Da 493.99 s,8.23,89.03266,,,pos 88.02539 Da 493.99 s
97.99651 Da 499.28 s,8.32,99.00378,,C3H2N2S,pos 97.99651 Da 499.28 s
106.01213 Da 499.28 s,8.32,107.0194,,C3H6O2S,pos 106.01213 Da 499.28 s
99.00018 Da 514.03 s,8.57,100.00746,,C3HNO3,pos 99.00018 Da 514.03 s
99.02311 Da 520.73 s,8.68,100.03038,,,pos 99.02311 Da 520.73 s
77.98977 Da 521.41 s,8.69,78.99705,,,pos 77.98977 Da 521.41 s
184.08589 Da 524.43 s,8.74,185.09317,,C6H17O4P,pos 184.08589 Da 524.43 s
234.95570 Da 526.41 s,8.77,235.96298,,C5H5N3O2S3,pos 234.95570 Da 526.41 s
96.04234 Da 526.94 s,8.78,97.04961,,,pos 96.04234 Da 526.94 s
138.02447 Da 530.60 s,8.84,139.03174,,,pos 138.02447 Da 530.60 s
118.00290 Da 529.47 s,8.82,119.01017,,C7H2O2,pos 118.00290 Da 529.47 s
79.98493 Da 538.35 s,8.97,80.9922,,,pos 79.98493 Da 538.35 s
96.01862 Da 539.21 s,8.99,97.0259,,C5H4O2,pos 96.01862 Da 539.21 s
77.97826 Da 549.12 s,9.15,78.98554,,,pos 77.97826 Da 549.12 s
241.98782 Da 551.66 s,9.19,242.9951,,,pos 241.98782 Da 551.66 s
234.95527 Da 552.21 s,9.2,235.96254,,C5H5N3O2S3,pos 234.95527 Da 552.21 s
120.01760 Da 559.77 s,9.33,121.02488,,,pos 120.01760 Da 559.77 s
96.96333 Da 573.55 s,9.56,97.97061,,,pos 96.96333 Da 573.55 s
99.02332 Da 574.30 s,9.57,100.0306,,,pos 99.02332 Da 574.30 s
120.01626 Da 576.05 s,9.6,121.02354,,,pos 120.01626 Da 576.05 s
96.04169 Da 576.84 s,9.61,97.04897,,,pos 96.04169 Da 576.84 s
204.06480 Da 588.73 s,9.81,205.07208,,,pos 204.06480 Da 588.73 s
183.94474 Da 597.66 s,9.96,184.95201,,,pos 183.94474 Da 597.66 s
77.97730 Da 603.80 s,10.06,78.98458,,,pos 77.97730 Da 603.80 s
71.92922 Da 608.87 s,10.15,72.93649,,,pos 71.92922 Da 608.87 s
182.08707 Da 613.95 s,10.23,183.09435,,C9H14N2S,pos 182.08707 Da 613.95 s
294.21819 Da 616.47 s,10.27,295.22529,,C18H30O3,pos 294.21819 Da 616.47 s
146.01613 Da 617.63 s,10.29,147.02341,,C4H6N2O2S,pos 146.01613 Da 617.63 s
194.12877 Da 616.47 s,10.27,195.13605,,C8H14N6,pos 194.12877 Da 616.47 s
77.97812 Da 617.31 s,10.29,78.9854,,,pos 77.97812 Da 617.31 s
115.53871 Da 631.51 s,10.53,116.54598,,,pos 115.53871 Da 631.51 s
112.95576 Da 639.11 s,10.65,113.96303,,,pos 112.95576 Da 639.11 s
226.13265 Da 642.87 s,10.71,227.13992,,C9H23O4P,pos 226.13265 Da 642.87 s
120.00438 Da 645.42 s,10.76,121.01166,,,pos 120.00438 Da 645.42 s
98.02638 Da 652.67 s,10.88,99.03366,,,pos 98.02638 Da 652.67 s
95.00279 Da 655.60 s,10.93,96.01006,,C4HNO2,pos 95.00279 Da 655.60 s
240.05917 Da 657.99 s,10.97,241.06645,,C8H17O4PS,pos 240.05917 Da 657.99 s
67.94464 Da 658.15 s,10.97,68.95191,,,pos 67.94464 Da 658.15 s
97.46287 Da 661.72 s,11.03,98.47014,,,pos 97.46287 Da 661.72 s
183.94379 Da 664.27 s,11.07,184.95107,,C7H4S3,pos 183.94379 Da 664.27 s
206.13984 Da 668.16 s,11.14,207.14712,,C7H18N4O3,pos 206.13984 Da 668.16 s
137.01507 Da 668.19 s,11.14,69.51481,,,pos 137.01507 Da 668.19 s
227.20625 Da 670.70 s,11.18,250.19767,,C11H25N5,pos 227.20625 Da 670.70 s
265.16693 Da 673.22 s,11.22,266.17421,,,pos 265.16693 Da 673.22 s
130.96575 Da 670.49 s,11.17,131.97303,,C3HNO3S,pos 130.96575 Da 670.49 s
144.02566 Da 678.00 s,11.3,145.03294,,,pos 144.02566 Da 678.00 s
99.02324 Da 678.28 s,11.3,100.03052,,,pos 99.02324 Da 678.28 s
634.40667 Da 684.70 s,11.41,635.41398,,C26H50N16OS,pos 634.40667 Da 684.70 s
112.95714 Da 685.60 s,11.43,113.96442,,,pos 112.95714 Da 685.60 s
246.14253 Da 688.38 s,11.47,247.14981,,C8H18N6O3,pos 246.14253 Da 688.38 s
224.11746 Da 688.38 s,11.47,225.12474,,C8H20N2O3S,pos 224.11746 Da 688.38 s
224.15503 Da 688.38 s,11.47,225.16231,,C9H24N2O2S,pos 224.15503 Da 688.38 s
158.03364 Da 688.38 s,11.47,159.04092,,C6H2N6,pos 158.03364 Da 688.38 s
145.04945 Da 693.18 s,11.55,73.532,,,pos 145.04945 Da 693.18 s
77.51327 Da 695.73 s,11.6,78.52055,,,pos 77.51327 Da 695.73 s
143.96501 Da 699.33 s,11.66,72.98978,,,pos 143.96501 Da 699.33 s
264.15411 Da 713.73 s,11.9,265.16139,,C8H20N6O4,pos 264.15411 Da 713.73 s
532.34443 Da 716.28 s,11.94,533.35171,,,pos 532.34443 Da 716.28 s
566.26290 Da 715.61 s,11.93,284.13873,,C19H40N10O6P2,pos 566.26290 Da 715.61 s
244.08977 Da 716.28 s,11.94,245.09704,,C7H12N6O4,pos 244.08977 Da 716.28 s
176.04841 Da 716.39 s,11.94,177.05568,7-METHOXYCHROMONE,C10H8O3,pos 176.04841 Da 716.39 s
182.07100 Da 720.76 s,12.01,183.07827,,,pos 182.07100 Da 720.76 s
117.96335 Da 731.33 s,12.19,118.97063,,,pos 117.96335 Da 731.33 s
181.05123 Da 732.06 s,12.2,182.05851,,C5H12NO4P,pos 181.05123 Da 732.06 s
532.34328 Da 738.70 s,12.31,533.35055,,C18H36N20,pos 532.34328 Da 738.70 s
77.51304 Da 746.09 s,12.43,78.52031,,,pos 77.51304 Da 746.09 s
284.18291 Da 753.72 s,12.56,267.17837,,C8H24N6O5,pos 284.18291 Da 753.72 s
211.94416 Da 765.91 s,12.77,106.97936,,,pos 211.94416 Da 765.91 s
278.14801 Da 772.92 s,12.88,279.15529,,C11H22N2O6,pos 278.14801 Da 772.92 s
278.17235 Da 774.01 s,12.9,279.17963,,C13H26O6,pos 278.17235 Da 774.01 s
254.15304 Da 779.09 s,12.98,255.16031,,C15H18N4,pos 254.15304 Da 779.09 s
248.15791 Da 779.09 s,12.98,249.16519,,C8H20N6O3,pos 248.15791 Da 779.09 s
216.17348 Da 785.95 s,13.1,239.1616,,C12H24O3,pos 216.17348 Da 785.95 s
318.13521 Da 785.33 s,13.09,301.13287,,C20H18N2O2,pos 318.13521 Da 785.33 s
318.16493 Da 786.66 s,13.11,319.17202,,C11H30N2O4S2,pos 318.16493 Da 786.66 s
244.16317 Da 786.66 s,13.11,245.17045,,C8H24N2O6,pos 244.16317 Da 786.66 s
560.37982 Da 804.22 s,13.4,561.38709,,C28H48N8O4,pos 560.37982 Da 804.22 s
594.34871 Da 804.22 s,13.4,298.18163,,C43H46O2,pos 594.34871 Da 804.22 s
392.23552 Da 813.57 s,13.56,393.24279,,C11H28N12O4,pos 392.23552 Da 813.57 s
410.24184 Da 817.97 s,13.63,411.24911,,C18H26N12,pos 410.24184 Da 817.97 s
392.27483 Da 822.06 s,13.7,393.28211,,C27H36O2,pos 392.27483 Da 822.06 s
128.03118 Da 825.66 s,13.76,129.03846,,C6H8OS,pos 128.03118 Da 825.66 s
560.38006 Da 832.27 s,13.87,561.38734,,,pos 560.38006 Da 832.27 s
594.34790 Da 832.27 s,13.87,298.18122,,,pos 594.34790 Da 832.27 s
297.14849 Da 833.76 s,13.9,298.15576,,C10H19N9S,pos 297.14849 Da 833.76 s
410.28594 Da 842.50 s,14.04,411.29321,,C17H34N10O2,pos 410.28594 Da 842.50 s
288.16754 Da 852.70 s,14.21,289.17482,,C13H24N2O5,pos 288.16754 Da 852.70 s
332.17092 Da 868.02 s,14.47,333.1782,,C18H24N2O4,pos 332.17092 Da 868.02 s
298.15556 Da 874.23 s,14.57,299.16284,,C11H26N2O5S,pos 298.15556 Da 874.23 s
312.25708 Da 885.70 s,14.76,313.26436,,C14H37N2O3P,pos 312.25708 Da 885.70 s
224.19056 Da 888.25 s,14.8,225.19783,,C10H28N2OS,pos 224.19056 Da 888.25 s
202.11119 Da 888.25 s,14.8,203.11846,,C12H14N2O,pos 202.11119 Da 888.25 s
220.12316 Da 888.25 s,14.8,221.13044,,C10H21O3P,pos 220.12316 Da 888.25 s
602.47572 Da 890.80 s,14.85,625.464,,C30H62N6O6,pos 602.47572 Da 890.80 s
280.26423 Da 890.80 s,14.85,281.27151,,C16H32N4,pos 280.26423 Da 890.80 s
320.26147 Da 890.80 s,14.85,321.26875,,C18H32N4O,pos 320.26147 Da 890.80 s
334.24068 Da 890.80 s,14.85,335.24796,,C16H35N2O3P,pos 334.24068 Da 890.80 s
558.44331 Da 893.36 s,14.89,581.4307,,C34H58N2O4,pos 558.44331 Da 893.36 s
514.40690 Da 895.91 s,14.93,537.39848,,C28H50N8O,pos 514.40690 Da 895.91 s
228.16202 Da 895.91 s,14.93,229.1693,,C15H20N2,pos 228.16202 Da 895.91 s
206.17788 Da 898.45 s,14.97,207.18516,,C13H22N2,pos 206.17788 Da 898.45 s
618.27276 Da 901.89 s,15.03,619.28003,,C23H47N4O11PS,pos 618.27276 Da 901.89 s
290.24880 Da 906.03 s,15.1,291.25608,,C17H30N4,pos 290.24880 Da 906.03 s
596.29323 Da 904.43 s,15.07,597.30051,,C41H40O4,pos 596.29323 Da 904.43 s
634.24291 Da 904.43 s,15.07,635.25019,,,pos 634.24291 Da 904.43 s
176.06935 Da 904.60 s,15.08,89.04195,,C8H8N4O,pos 176.06935 Da 904.60 s
222.10274 Da 911.01 s,15.18,223.11002,,,pos 222.10274 Da 911.01 s
278.18037 Da 915.79 s,15.26,301.16843,,C19H22N2,pos 278.18037 Da 915.79 s
272.20271 Da 915.79 s,15.26,273.20806,,C16H24N4,pos 272.20271 Da 915.79 s
260.05852 Da 915.79 s,15.26,261.06579,,C12H4N8,pos 260.05852 Da 915.79 s
640.25589 Da 916.39 s,15.27,641.26317,,C19H49N10O4PS4,pos 640.25589 Da 916.39 s
330.21585 Da 926.07 s,15.43,331.22313,,C10H31N6O4P,pos 330.21585 Da 926.07 s
340.27726 Da 931.41 s,15.52,341.28454,,,pos 340.27726 Da 931.41 s
318.21873 Da 933.64 s,15.56,319.22601,,C20H30O3,pos 318.21873 Da 933.64 s
242.17622 Da 944.74 s,15.75,243.1835,,C11H22N4O2,pos 242.17622 Da 944.74 s
356.17453 Da 949.08 s,15.82,357.1818,,C18H29O5P,pos 356.17453 Da 949.08 s
550.40885 Da 951.58 s,15.86,551.41612,,,pos 550.40885 Da 951.58 s
114.99498 Da 956.83 s,15.95,116.00225,,,pos 114.99498 Da 956.83 s
402.26872 Da 966.71 s,16.11,425.25915,,C17H30N12,pos 402.26872 Da 966.71 s
258.16696 Da 966.71 s,16.11,259.17423,,C14H26O2S,pos 258.16696 Da 966.71 s
360.25300 Da 966.71 s,16.11,361.26028,,C18H37N2O3P,pos 360.25300 Da 966.71 s
286.24395 Da 969.72 s,16.16,309.23226,,C19H30N2,pos 286.24395 Da 969.72 s
388.21550 Da 969.72 s,16.16,389.2249,,C15H37N2O5PS,pos 388.21550 Da 969.72 s
286.23955 Da 969.72 s,16.16,287.24683,,C12H35N2O3P,pos 286.23955 Da 969.72 s
326.22560 Da 969.72 s,16.16,327.23288,,C15H30N6S,pos 326.22560 Da 969.72 s
144.02556 Da 973.50 s,16.23,145.03284,,C6H8O2S,pos 144.02556 Da 973.50 s
757.56084 Da 974.38 s,16.24,758.56812,,,pos 757.56084 Da 974.38 s
397.27063 Da 974.86 s,16.25,398.2779,,C17H40N3O5P,pos 397.27063 Da 974.86 s
202.02666 Da 975.61 s,16.26,203.03394,,C11H6O4,pos 202.02666 Da 975.61 s
576.43060 Da 977.74 s,16.3,577.43787,,,pos 576.43060 Da 977.74 s
532.39748 Da 977.74 s,16.3,533.40476,,C22H44N16,pos 532.39748 Da 977.74 s
412.31880 Da 980.21 s,16.34,413.32607,,C24H44O5,pos 412.31880 Da 980.21 s
398.21221 Da 980.21 s,16.34,399.21948,,C13H38N2O7S2,pos 398.21221 Da 980.21 s
736.58414 Da 982.67 s,16.38,737.59142,,,pos 736.58414 Da 982.67 s
126.01559 Da 982.71 s,16.38,127.02287,,C6H6OS,pos 126.01559 Da 982.71 s
648.51837 Da 987.71 s,16.46,649.52564,,C26H64N16OS,pos 648.51837 Da 987.71 s
560.45266 Da 992.84 s,16.55,561.45994,,C34H60N2O4,pos 560.45266 Da 992.84 s
356.30990 Da 992.84 s,16.55,357.31718,,C14H40N6O4,pos 356.30990 Da 992.84 s
715.51329 Da 992.87 s,16.55,716.52057,,,pos 715.51329 Da 992.87 s
450.40430 Da 997.90 s,16.63,473.3954,,C24H54N2O5,pos 450.40430 Da 997.90 s
494.44028 Da 995.38 s,16.59,517.42718,,C25H58N4O5,pos 494.44028 Da 995.38 s
370.28744 Da 995.38 s,16.59,371.29472,,,pos 370.28744 Da 995.38 s
362.34017 Da 1000.37 s,16.67,385.33141,,C22H42N4,pos 362.34017 Da 1000.37 s
406.37227 Da 1000.37 s,16.67,429.36316,,C18H46N8O2,pos 406.37227 Da 1000.37 s
279.28247 Da 1000.37 s,16.67,280.28711,,,pos 279.28247 Da 1000.37 s
262.24928 Da 1000.37 s,16.67,263.25806,,C11H30N6O,pos 262.24928 Da 1000.37 s
274.27560 Da 1002.71 s,16.71,297.26675,,C14H34N4O,pos 274.27560 Da 1002.71 s
397.26565 Da 1000.34 s,16.67,398.27293,,C15H39N7OS2,pos 397.26565 Da 1000.34 s
216.20170 Da 1000.37 s,16.67,217.20898,,C9H24N6,pos 216.20170 Da 1000.37 s
252.22683 Da 1007.44 s,16.79,253.23411,,,pos 252.22683 Da 1007.44 s
420.25913 Da 1009.85 s,16.83,421.26641,,,pos 420.25913 Da 1009.85 s
706.48767 Da 1007.14 s,16.79,707.49495,,C47H66N2OS,pos 706.48767 Da 1007.14 s
678.51342 Da 1009.85 s,16.83,679.52069,,C36H75N2O5PS,pos 678.51342 Da 1009.85 s
442.24165 Da 1012.35 s,16.87,443.24893,,C14H35N8O6P,pos 442.24165 Da 1012.35 s
234.21685 Da 1014.86 s,16.91,235.22186,,C15H26N2,pos 234.21685 Da 1014.86 s
590.37820 Da 1015.08 s,16.92,591.38548,,,pos 590.37820 Da 1015.08 s
502.32712 Da 1017.63 s,16.96,503.3344,,C23H51O9P,pos 502.32712 Da 1017.63 s
508.45302 Da 1017.42 s,16.96,509.4603,,,pos 508.45302 Da 1017.42 s
638.62098 Da 1019.49 s,16.99,639.62826,,,pos 638.62098 Da 1019.49 s
354.30945 Da 1022.47 s,17.04,355.31672,,C21H42N2S,pos 354.30945 Da 1022.47 s
361.24262 Da 1022.47 s,17.04,384.23271,,C25H31NO,pos 361.24262 Da 1022.47 s
596.52322 Da 1022.47 s,17.04,619.51044,,C34H68N4O4,pos 596.52322 Da 1022.47 s
618.43297 Da 1022.93 s,17.05,619.44025,,C37H62O5S,pos 618.43297 Da 1022.93 s
640.55865 Da 1022.47 s,17.04,641.56593,,C31H68N12O2,pos 640.55865 Da 1022.47 s
530.43742 Da 1027.41 s,17.12,531.4447,,C31H62O4S,pos 530.43742 Da 1027.41 s
715.52546 Da 1029.43 s,17.16,716.53274,,C33H69N11O4S,pos 715.52546 Da 1029.43 s
464.42237 Da 1029.94 s,17.17,487.41245,,C30H56O3,pos 464.42237 Da 1029.94 s
376.31971 Da 1032.86 s,17.21,399.30969,,C15H45N4O4P,pos 376.31971 Da 1032.86 s
351.33142 Da 1036.79 s,17.28,352.33869,,,pos 351.33142 Da 1036.79 s
356.34502 Da 1037.45 s,17.29,357.35229,,C21H44N2O2,pos 356.34502 Da 1037.45 s
336.25974 Da 1042.13 s,17.37,337.26701,,C16H36N2O5,pos 336.25974 Da 1042.13 s
92.02918 Da 1044.32 s,17.41,93.03645,,,pos 92.02918 Da 1044.32 s
74.01894 Da 1048.71 s,17.48,75.02622,,C3H6S,pos 74.01894 Da 1048.71 s
73.98363 Da 1047.24 s,17.45,74.99091,,C2H2OS,pos 73.98363 Da 1047.24 s
715.52232 Da 1047.49 s,17.46,716.5296,,,pos 715.52232 Da 1047.49 s
356.34914 Da 1051.74 s,17.53,357.35641,,C26H44,pos 356.34914 Da 1051.74 s
737.58722 Da 1052.27 s,17.54,738.59449,,,pos 737.58722 Da 1052.27 s
173.99363 Da 1056.14 s,17.6,88.00409,,,pos 173.99363 Da 1056.14 s
113.97313 Da 1056.49 s,17.61,114.98041,,C4H2O2S,pos 113.97313 Da 1056.49 s
192.00426 Da 1059.59 s,17.66,97.00941,,C9H5O3P,pos 192.00426 Da 1059.59 s
514.35062 Da 1059.16 s,17.65,515.3579,,,pos 514.35062 Da 1059.16 s
255.27802 Da 1060.08 s,17.67,256.28359,,,pos 255.27802 Da 1060.08 s
412.31291 Da 1062.32 s,17.71,413.32019,,C16H36N12O,pos 412.31291 Da 1062.32 s
